[2025-11-29 22:22:40,066] [INFO] CSV 文件不存在，将创建新文件
[2025-11-29 22:36:06,361] [INFO] 第15页的第3条评论正在写入csv文件
[2025-11-29 22:36:06,364] [INFO] 第15页的第3条评论写入成功
[2025-11-29 22:36:06,364] [INFO] 第15页的第4条评论正在写入csv文件
[2025-11-29 22:36:06,364] [INFO] 第15页的第4条评论写入成功
[2025-11-29 22:36:06,364] [INFO] 第15页的第5条评论正在写入csv文件
[2025-11-29 22:36:06,364] [INFO] 第15页的第5条评论写入成功
[2025-11-29 22:36:06,364] [INFO] 第15页的第6条评论正在写入csv文件
[2025-11-29 22:36:06,364] [INFO] 第15页的第6条评论写入成功
[2025-11-29 22:36:06,364] [INFO] 第15页的第7条评论正在写入csv文件
[2025-11-29 22:36:06,369] [INFO] 第15页的第7条评论写入成功
[2025-11-29 22:36:06,369] [INFO] 第15页的第8条评论正在写入csv文件
[2025-11-29 22:36:06,369] [INFO] 第15页的第8条评论写入成功
[2025-11-29 22:36:06,371] [INFO] 第15页的第9条评论正在写入csv文件
[2025-11-29 22:36:06,371] [INFO] 第15页的第9条评论写入成功
[2025-11-29 22:36:06,371] [INFO] 第15页的第10条评论正在写入csv文件
[2025-11-29 22:36:06,371] [INFO] 第15页的第10条评论写入成功
[2025-11-29 22:36:08,860] [INFO] 正在向第36页的第15条评论的回复评论的第4页发起请求
[2025-11-29 22:36:09,147] [INFO] 第(36, 15, 4)页请求成功
[2025-11-29 22:36:09,148] [INFO] 第15页的第1条评论正在写入csv文件
[2025-11-29 22:36:09,149] [INFO] 第15页的第1条评论写入成功
[2025-11-29 22:36:09,150] [INFO] 第15页的第2条评论正在写入csv文件
[2025-11-29 22:36:09,151] [INFO] 第15页的第2条评论写入成功
[2025-11-29 22:36:09,152] [INFO] 第15页的第3条评论正在写入csv文件
[2025-11-29 22:36:09,152] [INFO] 第15页的第3条评论写入成功
[2025-11-29 22:36:09,153] [INFO] 第15页的第4条评论正在写入csv文件
[2025-11-29 22:36:09,153] [INFO] 第15页的第4条评论写入成功
[2025-11-29 22:36:09,155] [INFO] 第15页的第5条评论正在写入csv文件
[2025-11-29 22:36:09,156] [INFO] 第15页的第5条评论写入成功
[2025-11-29 22:36:09,156] [INFO] 第15页的第6条评论正在写入csv文件
[2025-11-29 22:36:09,157] [INFO] 第15页的第6条评论写入成功
[2025-11-29 22:36:09,158] [INFO] 第15页的第7条评论正在写入csv文件
[2025-11-29 22:36:09,158] [INFO] 第15页的第7条评论写入成功
[2025-11-29 22:36:09,159] [INFO] 第15页的第8条评论正在写入csv文件
[2025-11-29 22:36:09,160] [INFO] 第15页的第8条评论写入成功
[2025-11-29 22:36:09,160] [INFO] 第15页的第9条评论正在写入csv文件
[2025-11-29 22:36:09,161] [INFO] 第15页的第9条评论写入成功
[2025-11-29 22:36:09,162] [INFO] 第15页的第10条评论正在写入csv文件
[2025-11-29 22:36:09,162] [INFO] 第15页的第10条评论写入成功
[2025-11-29 22:36:12,040] [INFO] 正在向第36页的第15条评论的回复评论的第5页发起请求
[2025-11-29 22:36:12,351] [INFO] 第(36, 15, 5)页请求成功
[2025-11-29 22:36:12,352] [INFO] 第15页的第1条评论正在写入csv文件
[2025-11-29 22:36:12,353] [INFO] 第15页的第1条评论写入成功
[2025-11-29 22:36:12,355] [INFO] 第15页的第2条评论正在写入csv文件
[2025-11-29 22:36:12,355] [INFO] 第15页的第2条评论写入成功
[2025-11-29 22:36:12,355] [INFO] 第15页的第3条评论正在写入csv文件
[2025-11-29 22:36:12,355] [INFO] 第15页的第3条评论写入成功
[2025-11-29 22:36:12,358] [INFO] 第15页的第4条评论正在写入csv文件
[2025-11-29 22:36:12,358] [INFO] 第15页的第4条评论写入成功
[2025-11-29 22:36:12,359] [INFO] 第36页的第16条评论正在写入csv文件
[2025-11-29 22:36:12,360] [INFO] 第36页的第16条评论写入成功
[2025-11-29 22:36:12,360] [INFO] 第36页的第17条评论正在写入csv文件
[2025-11-29 22:36:12,360] [INFO] 第36页的第17条评论写入成功
[2025-11-29 22:36:15,064] [INFO] 正在向第36页的第17条评论的回复评论的第1页发起请求
[2025-11-29 22:36:15,334] [INFO] 第(36, 17, 1)页请求成功
[2025-11-29 22:36:15,336] [INFO] 第17页的第1条评论正在写入csv文件
[2025-11-29 22:36:15,336] [INFO] 第17页的第1条评论写入成功
[2025-11-29 22:36:15,339] [INFO] 第17页的第2条评论正在写入csv文件
[2025-11-29 22:36:15,339] [INFO] 第17页的第2条评论写入成功
[2025-11-29 22:36:15,339] [INFO] 第17页的第3条评论正在写入csv文件
[2025-11-29 22:36:15,339] [INFO] 第17页的第3条评论写入成功
[2025-11-29 22:36:15,339] [INFO] 第17页的第4条评论正在写入csv文件
[2025-11-29 22:36:15,339] [INFO] 第17页的第4条评论写入成功
[2025-11-29 22:36:15,339] [INFO] 第17页的第5条评论正在写入csv文件
[2025-11-29 22:36:15,344] [INFO] 第17页的第5条评论写入成功
[2025-11-29 22:36:15,344] [INFO] 第17页的第6条评论正在写入csv文件
[2025-11-29 22:36:15,344] [INFO] 第17页的第6条评论写入成功
[2025-11-29 22:36:15,349] [INFO] 第17页的第7条评论正在写入csv文件
[2025-11-29 22:36:15,349] [INFO] 第17页的第7条评论写入成功
[2025-11-29 22:36:15,349] [INFO] 第17页的第8条评论正在写入csv文件
[2025-11-29 22:36:15,349] [INFO] 第17页的第8条评论写入成功
[2025-11-29 22:36:15,349] [INFO] 第17页的第9条评论正在写入csv文件
[2025-11-29 22:36:15,349] [INFO] 第17页的第9条评论写入成功
[2025-11-29 22:36:15,355] [INFO] 第17页的第10条评论正在写入csv文件
[2025-11-29 22:36:15,355] [INFO] 第17页的第10条评论写入成功
[2025-11-29 22:36:17,032] [INFO] 正在向第36页的第17条评论的回复评论的第2页发起请求
[2025-11-29 22:36:17,283] [INFO] 第(36, 17, 2)页请求成功
[2025-11-29 22:36:17,284] [INFO] 第17页的第1条评论正在写入csv文件
[2025-11-29 22:36:17,285] [INFO] 第17页的第1条评论写入成功
[2025-11-29 22:36:17,287] [INFO] 第17页的第2条评论正在写入csv文件
[2025-11-29 22:36:17,289] [INFO] 第17页的第2条评论写入成功
[2025-11-29 22:36:17,289] [INFO] 第17页的第3条评论正在写入csv文件
[2025-11-29 22:36:17,290] [INFO] 第17页的第3条评论写入成功
[2025-11-29 22:36:17,290] [INFO] 第17页的第4条评论正在写入csv文件
[2025-11-29 22:36:17,290] [INFO] 第17页的第4条评论写入成功
[2025-11-29 22:36:17,290] [INFO] 第17页的第5条评论正在写入csv文件
[2025-11-29 22:36:17,290] [INFO] 第17页的第5条评论写入成功
[2025-11-29 22:36:17,290] [INFO] 第17页的第6条评论正在写入csv文件
[2025-11-29 22:36:17,290] [INFO] 第17页的第6条评论写入成功
[2025-11-29 22:36:17,290] [INFO] 第17页的第7条评论正在写入csv文件
[2025-11-29 22:36:17,295] [INFO] 第17页的第7条评论写入成功
[2025-11-29 22:36:17,296] [INFO] 第17页的第8条评论正在写入csv文件
[2025-11-29 22:36:17,297] [INFO] 第17页的第8条评论写入成功
[2025-11-29 22:36:17,297] [INFO] 第17页的第9条评论正在写入csv文件
[2025-11-29 22:36:17,297] [INFO] 第17页的第9条评论写入成功
[2025-11-29 22:36:17,297] [INFO] 第17页的第10条评论正在写入csv文件
[2025-11-29 22:36:17,297] [INFO] 第17页的第10条评论写入成功
[2025-11-29 22:36:18,857] [INFO] 正在向第36页的第17条评论的回复评论的第3页发起请求
[2025-11-29 22:36:19,112] [INFO] 第(36, 17, 3)页请求成功
[2025-11-29 22:36:19,113] [INFO] 第17页的第1条评论正在写入csv文件
[2025-11-29 22:36:19,114] [INFO] 第17页的第1条评论写入成功
[2025-11-29 22:36:19,114] [INFO] 第36页的第18条评论正在写入csv文件
[2025-11-29 22:36:19,115] [INFO] 第36页的第18条评论写入成功
[2025-11-29 22:36:19,116] [INFO] 第36页的第19条评论正在写入csv文件
[2025-11-29 22:36:19,117] [INFO] 第36页的第19条评论写入成功
[2025-11-29 22:36:19,117] [INFO] 第36页的第20条评论正在写入csv文件
[2025-11-29 22:36:19,118] [INFO] 第36页的第20条评论写入成功
[2025-11-29 22:36:21,466] [INFO] 正在向第37页发起请求
[2025-11-29 22:36:21,897] [INFO] 第37页请求成功
[2025-11-29 22:36:21,901] [INFO] 第37页的第1条评论正在写入csv文件
[2025-11-29 22:36:21,905] [INFO] 第37页的第1条评论写入成功
[2025-11-29 22:36:21,905] [INFO] 第37页的第2条评论正在写入csv文件
[2025-11-29 22:36:21,905] [INFO] 第37页的第2条评论写入成功
[2025-11-29 22:36:21,905] [INFO] 第37页的第3条评论正在写入csv文件
[2025-11-29 22:36:21,905] [INFO] 第37页的第3条评论写入成功
[2025-11-29 22:36:21,905] [INFO] 第37页的第4条评论正在写入csv文件
[2025-11-29 22:36:21,905] [INFO] 第37页的第4条评论写入成功
[2025-11-29 22:36:21,910] [INFO] 第37页的第5条评论正在写入csv文件
[2025-11-29 22:36:21,910] [INFO] 第37页的第5条评论写入成功
[2025-11-29 22:36:21,910] [INFO] 第37页的第6条评论正在写入csv文件
[2025-11-29 22:36:21,910] [INFO] 第37页的第6条评论写入成功
[2025-11-29 22:36:21,910] [INFO] 第37页的第7条评论正在写入csv文件
[2025-11-29 22:36:21,910] [INFO] 第37页的第7条评论写入成功
[2025-11-29 22:36:24,325] [INFO] 正在向第37页的第7条评论的回复评论的第1页发起请求
[2025-11-29 22:36:24,586] [INFO] 第(37, 7, 1)页请求成功
[2025-11-29 22:36:24,590] [INFO] 第7页的第1条评论正在写入csv文件
[2025-11-29 22:36:24,593] [INFO] 第7页的第1条评论写入成功
[2025-11-29 22:36:24,594] [INFO] 第7页的第2条评论正在写入csv文件
[2025-11-29 22:36:24,595] [INFO] 第7页的第2条评论写入成功
[2025-11-29 22:36:24,596] [INFO] 第7页的第3条评论正在写入csv文件
[2025-11-29 22:36:24,596] [INFO] 第7页的第3条评论写入成功
[2025-11-29 22:36:24,597] [INFO] 第7页的第4条评论正在写入csv文件
[2025-11-29 22:36:24,598] [INFO] 第7页的第4条评论写入成功
[2025-11-29 22:36:24,598] [INFO] 第7页的第5条评论正在写入csv文件
[2025-11-29 22:36:24,599] [INFO] 第7页的第5条评论写入成功
[2025-11-29 22:36:24,600] [INFO] 第7页的第6条评论正在写入csv文件
[2025-11-29 22:36:24,601] [INFO] 第7页的第6条评论写入成功
[2025-11-29 22:36:24,601] [INFO] 第7页的第7条评论正在写入csv文件
[2025-11-29 22:36:24,602] [INFO] 第7页的第7条评论写入成功
[2025-11-29 22:36:24,603] [INFO] 第7页的第8条评论正在写入csv文件
[2025-11-29 22:36:24,604] [INFO] 第7页的第8条评论写入成功
[2025-11-29 22:36:24,606] [INFO] 第7页的第9条评论正在写入csv文件
[2025-11-29 22:36:24,606] [INFO] 第7页的第9条评论写入成功
[2025-11-29 22:36:24,607] [INFO] 第7页的第10条评论正在写入csv文件
[2025-11-29 22:36:24,608] [INFO] 第7页的第10条评论写入成功
[2025-11-29 22:36:26,868] [INFO] 正在向第37页的第7条评论的回复评论的第2页发起请求
[2025-11-29 22:36:27,116] [INFO] 第(37, 7, 2)页请求成功
[2025-11-29 22:36:27,118] [INFO] 第7页的第1条评论正在写入csv文件
[2025-11-29 22:36:27,121] [INFO] 第7页的第1条评论写入成功
[2025-11-29 22:36:27,123] [INFO] 第7页的第2条评论正在写入csv文件
[2025-11-29 22:36:27,123] [INFO] 第7页的第2条评论写入成功
[2025-11-29 22:36:27,123] [INFO] 第37页的第8条评论正在写入csv文件
[2025-11-29 22:36:27,123] [INFO] 第37页的第8条评论写入成功
[2025-11-29 22:36:27,123] [INFO] 第37页的第9条评论正在写入csv文件
[2025-11-29 22:36:27,123] [INFO] 第37页的第9条评论写入成功
[2025-11-29 22:36:27,128] [INFO] 第37页的第10条评论正在写入csv文件
[2025-11-29 22:36:27,129] [INFO] 第37页的第10条评论写入成功
[2025-11-29 22:36:27,129] [INFO] 第37页的第11条评论正在写入csv文件
[2025-11-29 22:36:27,133] [INFO] 第37页的第11条评论写入成功
[2025-11-29 22:36:28,239] [INFO] 正在向第37页的第11条评论的回复评论的第1页发起请求
[2025-11-29 22:36:28,509] [INFO] 第(37, 11, 1)页请求成功
[2025-11-29 22:36:28,510] [INFO] 第11页的第1条评论正在写入csv文件
[2025-11-29 22:36:28,510] [INFO] 第11页的第1条评论写入成功
[2025-11-29 22:36:28,510] [INFO] 第11页的第2条评论正在写入csv文件
[2025-11-29 22:36:28,510] [INFO] 第11页的第2条评论写入成功
[2025-11-29 22:36:28,513] [INFO] 第11页的第3条评论正在写入csv文件
[2025-11-29 22:36:28,513] [INFO] 第11页的第3条评论写入成功
[2025-11-29 22:36:28,513] [INFO] 第11页的第4条评论正在写入csv文件
[2025-11-29 22:36:28,513] [INFO] 第11页的第4条评论写入成功
[2025-11-29 22:36:28,513] [INFO] 第11页的第5条评论正在写入csv文件
[2025-11-29 22:36:28,513] [INFO] 第11页的第5条评论写入成功
[2025-11-29 22:36:28,519] [INFO] 第37页的第12条评论正在写入csv文件
[2025-11-29 22:36:28,519] [INFO] 第37页的第12条评论写入成功
[2025-11-29 22:36:28,520] [INFO] 第37页的第13条评论正在写入csv文件
[2025-11-29 22:36:28,522] [INFO] 第37页的第13条评论写入成功
[2025-11-29 22:36:28,522] [INFO] 第37页的第14条评论正在写入csv文件
[2025-11-29 22:36:28,523] [INFO] 第37页的第14条评论写入成功
[2025-11-29 22:36:30,997] [INFO] 正在向第37页的第14条评论的回复评论的第1页发起请求
[2025-11-29 22:36:31,271] [INFO] 第(37, 14, 1)页请求成功
[2025-11-29 22:36:31,273] [INFO] 第14页的第1条评论正在写入csv文件
[2025-11-29 22:36:31,275] [INFO] 第14页的第1条评论写入成功
[2025-11-29 22:36:31,275] [INFO] 第14页的第2条评论正在写入csv文件
[2025-11-29 22:36:31,277] [INFO] 第14页的第2条评论写入成功
[2025-11-29 22:36:31,277] [INFO] 第14页的第3条评论正在写入csv文件
[2025-11-29 22:36:31,277] [INFO] 第14页的第3条评论写入成功
[2025-11-29 22:36:31,277] [INFO] 第14页的第4条评论正在写入csv文件
[2025-11-29 22:36:31,277] [INFO] 第14页的第4条评论写入成功
[2025-11-29 22:36:31,282] [INFO] 第14页的第5条评论正在写入csv文件
[2025-11-29 22:36:31,283] [INFO] 第14页的第5条评论写入成功
[2025-11-29 22:36:31,284] [INFO] 第14页的第6条评论正在写入csv文件
[2025-11-29 22:36:31,284] [INFO] 第14页的第6条评论写入成功
[2025-11-29 22:36:31,285] [INFO] 第14页的第7条评论正在写入csv文件
[2025-11-29 22:36:31,286] [INFO] 第14页的第7条评论写入成功
[2025-11-29 22:36:31,286] [INFO] 第14页的第8条评论正在写入csv文件
[2025-11-29 22:36:31,287] [INFO] 第14页的第8条评论写入成功
[2025-11-29 22:36:31,289] [INFO] 第14页的第9条评论正在写入csv文件
[2025-11-29 22:36:31,289] [INFO] 第14页的第9条评论写入成功
[2025-11-29 22:36:31,290] [INFO] 第14页的第10条评论正在写入csv文件
[2025-11-29 22:36:31,291] [INFO] 第14页的第10条评论写入成功
[2025-11-29 22:36:32,467] [INFO] 正在向第37页的第14条评论的回复评论的第2页发起请求
[2025-11-29 22:36:32,747] [INFO] 第(37, 14, 2)页请求成功
[2025-11-29 22:36:32,748] [INFO] 第14页的第1条评论正在写入csv文件
[2025-11-29 22:36:32,749] [INFO] 第14页的第1条评论写入成功
[2025-11-29 22:36:32,750] [INFO] 第14页的第2条评论正在写入csv文件
[2025-11-29 22:36:32,750] [INFO] 第14页的第2条评论写入成功
[2025-11-29 22:36:32,750] [INFO] 第14页的第3条评论正在写入csv文件
[2025-11-29 22:36:32,750] [INFO] 第14页的第3条评论写入成功
[2025-11-29 22:36:32,750] [INFO] 第14页的第4条评论正在写入csv文件
[2025-11-29 22:36:32,750] [INFO] 第14页的第4条评论写入成功
[2025-11-29 22:36:32,756] [INFO] 第14页的第5条评论正在写入csv文件
[2025-11-29 22:36:32,756] [INFO] 第14页的第5条评论写入成功
[2025-11-29 22:36:32,757] [INFO] 第14页的第6条评论正在写入csv文件
[2025-11-29 22:36:32,757] [INFO] 第14页的第6条评论写入成功
[2025-11-29 22:36:32,757] [INFO] 第14页的第7条评论正在写入csv文件
[2025-11-29 22:36:32,757] [INFO] 第14页的第7条评论写入成功
[2025-11-29 22:36:32,757] [INFO] 第14页的第8条评论正在写入csv文件
[2025-11-29 22:36:32,757] [INFO] 第14页的第8条评论写入成功
[2025-11-29 22:36:32,761] [INFO] 第14页的第9条评论正在写入csv文件
[2025-11-29 22:36:32,761] [INFO] 第14页的第9条评论写入成功
[2025-11-29 22:36:32,761] [INFO] 第14页的第10条评论正在写入csv文件
[2025-11-29 22:36:32,761] [INFO] 第14页的第10条评论写入成功
[2025-11-29 22:36:35,754] [INFO] 正在向第37页的第14条评论的回复评论的第3页发起请求
[2025-11-29 22:36:36,007] [INFO] 第(37, 14, 3)页请求成功
[2025-11-29 22:36:36,008] [INFO] 第14页的第1条评论正在写入csv文件
[2025-11-29 22:36:36,008] [INFO] 第14页的第1条评论写入成功
[2025-11-29 22:36:36,010] [INFO] 第14页的第2条评论正在写入csv文件
[2025-11-29 22:36:36,010] [INFO] 第14页的第2条评论写入成功
[2025-11-29 22:36:36,020] [INFO] 第14页的第3条评论正在写入csv文件
[2025-11-29 22:36:36,021] [INFO] 第14页的第3条评论写入成功
[2025-11-29 22:36:36,021] [INFO] 第37页的第15条评论正在写入csv文件
[2025-11-29 22:36:36,021] [INFO] 第37页的第15条评论写入成功
[2025-11-29 22:36:37,578] [INFO] 正在向第37页的第15条评论的回复评论的第1页发起请求
[2025-11-29 22:36:37,839] [INFO] 第(37, 15, 1)页请求成功
[2025-11-29 22:36:37,840] [INFO] 第15页的第1条评论正在写入csv文件
[2025-11-29 22:36:37,840] [INFO] 第15页的第1条评论写入成功
[2025-11-29 22:36:37,845] [INFO] 第15页的第2条评论正在写入csv文件
[2025-11-29 22:36:37,845] [INFO] 第15页的第2条评论写入成功
[2025-11-29 22:36:37,850] [INFO] 第15页的第3条评论正在写入csv文件
[2025-11-29 22:36:37,850] [INFO] 第15页的第3条评论写入成功
[2025-11-29 22:36:37,850] [INFO] 第15页的第4条评论正在写入csv文件
[2025-11-29 22:36:37,856] [INFO] 第15页的第4条评论写入成功
[2025-11-29 22:36:37,856] [INFO] 第15页的第5条评论正在写入csv文件
[2025-11-29 22:36:37,856] [INFO] 第15页的第5条评论写入成功
[2025-11-29 22:36:37,857] [INFO] 第15页的第6条评论正在写入csv文件
[2025-11-29 22:36:37,857] [INFO] 第15页的第6条评论写入成功
[2025-11-29 22:36:37,857] [INFO] 第15页的第7条评论正在写入csv文件
[2025-11-29 22:36:37,861] [INFO] 第15页的第7条评论写入成功
[2025-11-29 22:36:37,861] [INFO] 第15页的第8条评论正在写入csv文件
[2025-11-29 22:36:37,861] [INFO] 第15页的第8条评论写入成功
[2025-11-29 22:36:37,861] [INFO] 第15页的第9条评论正在写入csv文件
[2025-11-29 22:36:37,861] [INFO] 第15页的第9条评论写入成功
[2025-11-29 22:36:37,861] [INFO] 第15页的第10条评论正在写入csv文件
[2025-11-29 22:36:37,861] [INFO] 第15页的第10条评论写入成功
[2025-11-29 22:36:39,392] [INFO] 正在向第37页的第15条评论的回复评论的第2页发起请求
[2025-11-29 22:36:39,669] [INFO] 第(37, 15, 2)页请求成功
[2025-11-29 22:36:39,673] [INFO] 第15页的第1条评论正在写入csv文件
[2025-11-29 22:36:39,673] [INFO] 第15页的第1条评论写入成功
[2025-11-29 22:36:39,676] [INFO] 第15页的第2条评论正在写入csv文件
[2025-11-29 22:36:39,676] [INFO] 第15页的第2条评论写入成功
[2025-11-29 22:36:39,679] [INFO] 第15页的第3条评论正在写入csv文件
[2025-11-29 22:36:39,681] [INFO] 第15页的第3条评论写入成功
[2025-11-29 22:36:39,681] [INFO] 第15页的第4条评论正在写入csv文件
[2025-11-29 22:36:39,681] [INFO] 第15页的第4条评论写入成功
[2025-11-29 22:36:39,681] [INFO] 第15页的第5条评论正在写入csv文件
[2025-11-29 22:36:39,684] [INFO] 第15页的第5条评论写入成功
[2025-11-29 22:36:39,684] [INFO] 第15页的第6条评论正在写入csv文件
[2025-11-29 22:36:39,684] [INFO] 第15页的第6条评论写入成功
[2025-11-29 22:36:39,684] [INFO] 第15页的第7条评论正在写入csv文件
[2025-11-29 22:36:39,689] [INFO] 第15页的第7条评论写入成功
[2025-11-29 22:36:39,689] [INFO] 第15页的第8条评论正在写入csv文件
[2025-11-29 22:36:39,689] [INFO] 第15页的第8条评论写入成功
[2025-11-29 22:36:39,689] [INFO] 第15页的第9条评论正在写入csv文件
[2025-11-29 22:36:39,689] [INFO] 第15页的第9条评论写入成功
[2025-11-29 22:36:39,694] [INFO] 第37页的第16条评论正在写入csv文件
[2025-11-29 22:36:39,694] [INFO] 第37页的第16条评论写入成功
[2025-11-29 22:36:39,696] [INFO] 第37页的第17条评论正在写入csv文件
[2025-11-29 22:36:39,696] [INFO] 第37页的第17条评论写入成功
[2025-11-29 22:36:39,700] [INFO] 第37页的第18条评论正在写入csv文件
[2025-11-29 22:36:39,700] [INFO] 第37页的第18条评论写入成功
[2025-11-29 22:36:41,339] [INFO] 正在向第37页的第18条评论的回复评论的第1页发起请求
[2025-11-29 22:36:41,592] [INFO] 第(37, 18, 1)页请求成功
[2025-11-29 22:36:41,593] [INFO] 第18页的第1条评论正在写入csv文件
[2025-11-29 22:36:41,593] [INFO] 第18页的第1条评论写入成功
[2025-11-29 22:36:41,593] [INFO] 第18页的第2条评论正在写入csv文件
[2025-11-29 22:36:41,593] [INFO] 第18页的第2条评论写入成功
[2025-11-29 22:36:41,593] [INFO] 第18页的第3条评论正在写入csv文件
[2025-11-29 22:36:41,593] [INFO] 第18页的第3条评论写入成功
[2025-11-29 22:36:41,598] [INFO] 第18页的第4条评论正在写入csv文件
[2025-11-29 22:36:41,598] [INFO] 第18页的第4条评论写入成功
[2025-11-29 22:36:41,598] [INFO] 第18页的第5条评论正在写入csv文件
[2025-11-29 22:36:41,598] [INFO] 第18页的第5条评论写入成功
[2025-11-29 22:36:41,598] [INFO] 第18页的第6条评论正在写入csv文件
[2025-11-29 22:36:41,598] [INFO] 第18页的第6条评论写入成功
[2025-11-29 22:36:41,604] [INFO] 第37页的第19条评论正在写入csv文件
[2025-11-29 22:36:41,604] [INFO] 第37页的第19条评论写入成功
[2025-11-29 22:36:41,604] [INFO] 第37页的第20条评论正在写入csv文件
[2025-11-29 22:36:41,604] [INFO] 第37页的第20条评论写入成功
[2025-11-29 22:36:44,229] [INFO] 正在向第38页发起请求
[2025-11-29 22:36:44,591] [INFO] 第38页请求成功
[2025-11-29 22:36:44,598] [INFO] 第38页的第1条评论正在写入csv文件
[2025-11-29 22:36:44,601] [INFO] 第38页的第1条评论写入成功
[2025-11-29 22:36:44,602] [INFO] 第38页的第2条评论正在写入csv文件
[2025-11-29 22:36:44,604] [INFO] 第38页的第2条评论写入成功
[2025-11-29 22:36:44,605] [INFO] 第38页的第3条评论正在写入csv文件
[2025-11-29 22:36:44,606] [INFO] 第38页的第3条评论写入成功
[2025-11-29 22:36:44,607] [INFO] 第38页的第4条评论正在写入csv文件
[2025-11-29 22:36:44,608] [INFO] 第38页的第4条评论写入成功
[2025-11-29 22:36:44,609] [INFO] 第38页的第5条评论正在写入csv文件
[2025-11-29 22:36:44,609] [INFO] 第38页的第5条评论写入成功
[2025-11-29 22:36:44,610] [INFO] 第38页的第6条评论正在写入csv文件
[2025-11-29 22:36:44,611] [INFO] 第38页的第6条评论写入成功
[2025-11-29 22:36:44,611] [INFO] 第38页的第7条评论正在写入csv文件
[2025-11-29 22:36:44,613] [INFO] 第38页的第7条评论写入成功
[2025-11-29 22:36:44,613] [INFO] 第38页的第8条评论正在写入csv文件
[2025-11-29 22:36:44,614] [INFO] 第38页的第8条评论写入成功
[2025-11-29 22:36:44,615] [INFO] 第38页的第9条评论正在写入csv文件
[2025-11-29 22:36:44,616] [INFO] 第38页的第9条评论写入成功
[2025-11-29 22:36:44,617] [INFO] 第38页的第10条评论正在写入csv文件
[2025-11-29 22:36:44,618] [INFO] 第38页的第10条评论写入成功
[2025-11-29 22:36:44,618] [INFO] 第38页的第11条评论正在写入csv文件
[2025-11-29 22:36:44,619] [INFO] 第38页的第11条评论写入成功
[2025-11-29 22:36:44,619] [INFO] 第38页的第12条评论正在写入csv文件
[2025-11-29 22:36:44,621] [INFO] 第38页的第12条评论写入成功
[2025-11-29 22:36:45,763] [INFO] 正在向第38页的第12条评论的回复评论的第1页发起请求
[2025-11-29 22:36:46,029] [INFO] 第(38, 12, 1)页请求成功
[2025-11-29 22:36:46,030] [INFO] 第12页的第1条评论正在写入csv文件
[2025-11-29 22:36:46,031] [INFO] 第12页的第1条评论写入成功
[2025-11-29 22:36:46,031] [INFO] 第12页的第2条评论正在写入csv文件
[2025-11-29 22:36:46,031] [INFO] 第12页的第2条评论写入成功
[2025-11-29 22:36:46,036] [INFO] 第38页的第13条评论正在写入csv文件
[2025-11-29 22:36:46,036] [INFO] 第38页的第13条评论写入成功
[2025-11-29 22:36:48,966] [INFO] 正在向第38页的第13条评论的回复评论的第1页发起请求
[2025-11-29 22:36:49,281] [INFO] 第(38, 13, 1)页请求成功
[2025-11-29 22:36:49,282] [INFO] 第13页的第1条评论正在写入csv文件
[2025-11-29 22:36:49,286] [INFO] 第13页的第1条评论写入成功
[2025-11-29 22:36:49,286] [INFO] 第13页的第2条评论正在写入csv文件
[2025-11-29 22:36:49,288] [INFO] 第13页的第2条评论写入成功
[2025-11-29 22:36:49,291] [INFO] 第13页的第3条评论正在写入csv文件
[2025-11-29 22:36:49,291] [INFO] 第13页的第3条评论写入成功
[2025-11-29 22:36:49,291] [INFO] 第13页的第4条评论正在写入csv文件
[2025-11-29 22:36:49,291] [INFO] 第13页的第4条评论写入成功
[2025-11-29 22:36:49,291] [INFO] 第13页的第5条评论正在写入csv文件
[2025-11-29 22:36:49,291] [INFO] 第13页的第5条评论写入成功
[2025-11-29 22:36:49,296] [INFO] 第13页的第6条评论正在写入csv文件
[2025-11-29 22:36:49,296] [INFO] 第13页的第6条评论写入成功
[2025-11-29 22:36:49,296] [INFO] 第13页的第7条评论正在写入csv文件
[2025-11-29 22:36:49,296] [INFO] 第13页的第7条评论写入成功
[2025-11-29 22:36:49,296] [INFO] 第13页的第8条评论正在写入csv文件
[2025-11-29 22:36:49,296] [INFO] 第13页的第8条评论写入成功
[2025-11-29 22:36:49,300] [INFO] 第13页的第9条评论正在写入csv文件
[2025-11-29 22:36:49,301] [INFO] 第13页的第9条评论写入成功
[2025-11-29 22:36:49,301] [INFO] 第13页的第10条评论正在写入csv文件
[2025-11-29 22:36:49,301] [INFO] 第13页的第10条评论写入成功
[2025-11-29 22:36:51,981] [INFO] 正在向第38页的第13条评论的回复评论的第2页发起请求
[2025-11-29 22:36:52,239] [INFO] 第(38, 13, 2)页请求成功
[2025-11-29 22:36:52,240] [INFO] 第13页的第1条评论正在写入csv文件
[2025-11-29 22:36:52,243] [INFO] 第13页的第1条评论写入成功
[2025-11-29 22:36:52,243] [INFO] 第13页的第2条评论正在写入csv文件
[2025-11-29 22:36:52,243] [INFO] 第13页的第2条评论写入成功
[2025-11-29 22:36:52,248] [INFO] 第38页的第14条评论正在写入csv文件
[2025-11-29 22:36:52,248] [INFO] 第38页的第14条评论写入成功
[2025-11-29 22:36:54,612] [INFO] 正在向第38页的第14条评论的回复评论的第1页发起请求
[2025-11-29 22:36:54,921] [INFO] 第(38, 14, 1)页请求成功
[2025-11-29 22:36:54,921] [INFO] 第14页的第1条评论正在写入csv文件
