用户名,等级,评论内容,日期,点赞数,页数,parent_id,rpid,oid,pagination_str
婉凝娘,5,那还有一句话叫做法不追责则不违法。[脸红],2025-11-21 02:23:28,0,7,282992375280,283042673456,115579969085266,CAEiAggI
老蚌埠人,5,利则有益，害则无害[doge_金箍]，人有多高则站的有多远,2025-11-21 02:55:18,0,7,282992375280,281172787969,115579969085266,CAEiAggI
王珺珝,4,回复 @狂剑王艾莉丝 :不追究责任和没犯法有区别吗,2025-11-21 04:15:28,0,7,283008248448,281174128097,115579969085266,CAEiAggI
王珺珝,4,我认为精神病一旦伤人应该立即枪毙，这种人已经和野兽没有区别了,2025-11-21 04:21:23,0,7,282992375280,281174221233,115579969085266,CAEiAggI
重装蒂蒂出击,6,回复 @今天不更新_ :问题来了，哪有正规法院[滑稽],2025-11-21 04:25:29,0,7,281133640593,283045182208,115579969085266,CAEiAggI
赢了你输了天下又如何,3,回复 @田不隆冬 :攻击你你自己反击致死就应该能说正当防卫，这玩意跟对方是不是精神病为什么要杀人没关系，只看你当时处境危不危急是否为了保命不小心杀人,2025-11-21 04:26:27,0,7,282999677072,283045211024,115579969085266,CAEiAggI
小手大帽,5,回复 @Ipquit :你是认为精神病患者都是有暴力倾向的男性吗？你先查查青少年里多少人患有因外部因素导致的精神障碍吧，花季少女多少被伤害刺激导致精神失常，或者说这些少男少女“犯病”时的主要表现就是自我伤害、哭喊吵闹、说一些看似不着调的话，没有任何对他人的危害，他们一“犯病”，按你说的你就可以为所欲为了是吗？,2025-11-21 05:28:21,0,7,281131539713,281175023009,115579969085266,CAEiAggI
妖孽饶命,5,一个对社会无用的“人”杀了一个正常参与社会责任的人，这样属于是垃圾碰碎了瓷器 居然不用承担任何责任，这对任何一个正常人来说都是不可接受的,2025-11-21 05:35:54,0,7,282992375280,281175285841,115579969085266,CAEiAggI
小手大帽,5,回复 @Ipquit :你对精神疾病了解的太少，如果你真去相关科室转一圈，你会发现那里患病小美女的比例比最繁华的商业街都高，请问这是为什么呢？是什么事情让这些年轻漂亮的女孩“沦为”精神病患呢？其中还不乏高学历高收入家庭富裕的漂亮女生，你要不要胡乱猜测一下她们到底遭遇了什么，为什么偏偏是颜值极高且各方面条件都好的。,2025-11-21 05:40:20,0,7,281131539713,281175231873,115579969085266,CAEiAggI
宋哈公布,4,不追究责任不就不需要坐牢吗 那犯不犯法有意义吗？,2025-11-21 08:54:45,1,7,282992375280,283051763200,115579969085266,CAEiAggI
迪克西红脖爱乐乐团,6,回复 @田不隆冬 :面对正在进行的行凶，杀人，强j，抢劫，绑架，对不法侵害人造成的损伤或者死亡的，不负刑责，所以不存在防卫过当,2025-11-21 09:34:46,0,7,282999677072,281182624865,115579969085266,CAEiAggI
梦断龙魂,6,都知道狂犬病的狗咬人要打死咋了换成狂人病就不改被打死么,2025-11-21 11:45:51,1,7,282992375280,283062795904,115579969085266,CAEiAggI
萌妹初醒0_o,5,证有，不证无！只要没有足够的论证表明他当时是犯病且不能自控的情况 一律都视作有完全刑事能力！,2025-11-21 14:38:58,0,7,282992375280,283076669776,115579969085266,CAEiAggI
惋霜,5,回复 @Ipquit :他没有行为能力不代表你没有,2025-11-22 05:57:24,0,7,281131539713,283140429632,115579969085266,CAEiAggI
后藤二里い,5,责任阻却事由罢了,2025-11-22 09:52:42,0,7,282992375280,281275310881,115579969085266,CAEiAggI
我好纠结啊啊啊,5,行凶还不自知者，祸害也。,2025-11-24 16:50:50,0,7,282992375280,283382729536,115579969085266,CAEiAggI
1ke树,6,沙发,2025-11-20 11:48:56,0,7,0,282976391232,115579969085266,CAEiAggI
昵称短还重复,6,我家邻居精神病，晚上不睡觉大喊大骂，说话没有上下文，还是新发病的，没有精神残疾证明，社区不管，报警没用说要联合执法，报了9 10回警了没有后续，精神病就是无敌,2025-11-20 13:52:17,2,7,0,281117904113,115579969085266,CAEiAggI
飞湿敷,5,精神病不是免死金牌，犯法杀人就应该严惩不贷！,2025-11-25 12:18:57,2,7,0,283452774320,115579969085266,CAEiAggI
爱吃海鲜的南蓉,5,如果一个人一直刺激一个精神病被精神病杀了会怎样？,2025-11-21 11:38:05,50,7,0,281190687793,115579969085266,CAEiAggI
进击的东厂长,5,可以判精神病人属于正当自卫，可以不负刑事责任。毕竟精神病人没有正常的辨别标准。我个人认为：精神病人的精神遭到很大的刺激=常人安全遭到威胁。(仅个人看法),2025-11-21 18:28:57,40,7,281190687793,281222099185,115579969085266,CAEiAggI
柒重櫻,5,[doge_金箍]看法律怎么判了，按照以前的案例大概率的无罪,2025-11-22 01:05:18,0,7,281190687793,281258189841,115579969085266,CAEiAggI
先从小老板开始做起,5,回复 @进击的东厂长 :别个人看法了。精神病患被法律上认定为无行为能力人或者限制行为能力人，这类人病发时所犯下的罪是免受刑事处罚的，与你是否刺激他导致他犯罪无关。这也是现在有些人犯了法就去申请精神病鉴定，搞个精神病诊断书出来脱罪的原因。,2025-11-22 07:07:00,0,7,281222099185,281267224657,115579969085266,CAEiAggI
不啦不啦嘿噗,5,就相当于你刺激一个喝醉酒的人吧？,2025-11-22 07:52:23,0,7,281190687793,281268671729,115579969085266,CAEiAggI
hui仔呀,5,精神病杀人不需要坐牢，那杀精神病是不是也不需要,2025-11-22 10:18:44,0,7,281190687793,281277283985,115579969085266,CAEiAggI
猪姐的小yi巴,6,罗老师讲的就是成都入室杀人案吧 上周中午去吃午饭 路过法院看到被杀女孩妈妈一直在法院门口维权 太惨了,2025-11-26 20:20:01,7,7,0,283580713712,115579969085266,CAEiAggI
神奇妙哇种子,5,前排啊啊啊啊啊,2025-11-20 11:50:07,1,7,0,281108683025,115579969085266,CAEiAggI
头铁桑,6,兄弟们问一问题，在超市充值买了购物卡，然后超市倒闭不退钱，让买他们固定的东西，这算强买强卖吗，如果不买东西他们也不退钱这犯法吗,2025-11-25 20:11:56,1,7,0,283490379520,115579969085266,CAEiAggI
河鱼ok,5,精神病人要是医不好建议送去矿场或者砖厂，让他们自己丰衣足食,2025-11-20 11:53:09,0,7,0,282976786976,115579969085266,CAEiAggI
卡兹嘛,5,罗老师越来越慈祥了,2025-11-20 21:16:09,65,7,0,283020920656,115579969085266,CAEiAggI
小闯鸭,6,我只感觉到了他的憔悴[藏狐],2025-11-21 01:57:51,67,7,283020920656,281171307521,115579969085266,CAEiAggI
凌晨FickSeth,6,好久没看 罗老师感觉憔悴了不少,2025-11-20 11:49:15,0,8,0,281108549137,115579969085266,CAEiAggJ
头铁桑,6,兄弟们问一问题，在超市充值买了购物卡，然后超市倒闭不退钱，让买他们固定的东西，这算强买强卖吗，如果不买东西他们也不退钱这犯法吗,2025-11-25 20:11:56,1,8,0,283490379520,115579969085266,CAEiAggJ
低温消失笔,5,医学真的能判断行凶时是否发病吗？,2025-11-20 23:24:44,1,8,0,283032514896,115579969085266,CAEiAggJ
庅老师,3,能不能日更[蹲蹲],2025-11-20 13:34:53,0,8,0,281116895809,115579969085266,CAEiAggJ
墨染行间,5,罗老师最近看着好苍老啊,2025-11-20 11:53:37,0,8,0,281108989553,115579969085266,CAEiAggJ
城春杨柳碧,5,总结下来感觉这一块还是太主观太不成文了，对于有些有暴力倾向的精神病患者，对社会治安明显有着极大危害，如果不采取提前的强制措施，只在发生事故后去考虑减刑还是重刑，我觉得本质上是对死者，对苦难的不尊重。,2025-11-21 04:11:57,1,8,0,281174106721,115579969085266,CAEiAggJ
森与露雪珊,5,我觉得杀人犯判死刑不是更应该吗？反正他又没什么心理负担，脑子又不正常，杀了他反而便宜了他。,2025-11-24 03:30:28,0,8,0,281459972849,115579969085266,CAEiAggJ
花花不休,3,感觉罗老师最近有点疲惫憔悴,2025-11-20 12:31:05,0,8,0,281111958833,115579969085266,CAEiAggJ
未经锻打的沉沙玄叽,6,可以钻的空子太大了......,2025-11-20 11:56:25,0,8,0,281109148225,115579969085266,CAEiAggJ
哈基米南北巴豆,5,苏格拉底好,2025-11-20 12:02:15,0,8,0,282977439504,115579969085266,CAEiAggJ
小謿院长-,2,前排@祁柚眠,2025-11-20 11:50:15,0,8,0,281108613345,115579969085266,CAEiAggJ
都督中外诸军事_abandon,5,精神病人也是人，法律面前人人平等！精神病人犯了罪也应同等处置，这正是践行法律平等的意义，同样也维护了精神病人的基本人权！,2025-11-20 12:54:52,33,8,0,281113956609,115579969085266,CAEiAggJ
睡不够的巫师Z,4,精神病人杀人问题在于他是否处于发病期问题就在于你出生就得精神疾病了，家里过的还挺痛苦，你一生乐善好施，没跟我啥蠢事没干，我啥坏事的天天受哥窝囊气出去出去让你出生就得精神疾病了，家里过的还挺痛苦，你一生乐善好施，没跟我啥蠢事没干我啥坏事的天天受窝囊气出去让人当大善人，结果只有一天，你精神疾病发病了，你无法控制自己的行为，然后杀了人，那你应该怎么评价你？只是在正常的上街上走路。你按时吃药。但突然却发病了,2025-11-22 07:56:07,5,8,281113956609,283143278960,115579969085266,CAEiAggJ
明理不惑,4,"他为什么得精神病，不应该先处罚让他的精神病的人吗？
精神病也是受害者",2025-11-22 08:23:41,3,8,281113956609,283144654352,115579969085266,CAEiAggJ
Moon_Pray,6,回复 @睡不够的巫师Z :所以人家做了一辈子好事，好好的开心的上街买个东西，活该因为你精神病突发了被你杀掉。上面有人说高空抛物是明知有风险的过失杀人，那你精神病会不知道自己有失控的可能性么，不也该是过失杀人[无语],2025-11-23 21:48:43,5,8,283143278960,283319955056,115579969085266,CAEiAggJ
awsl_喵,5,就是同等处置啊？普通人意外情况下致人死亡不违法，精神病在意外失去主观意识时致人死亡不违法，不同在哪？这才是人人平等！,2025-11-24 06:46:15,1,8,281113956609,281462821745,115579969085266,CAEiAggJ
結城_Heartstrings,5,回复 @明理不惑 :照这个逻辑说任何人都不想生病，精神病患者“不想生病”可以理解，但不是普通人让他们生病的，普通人却要为他们发病买单吗？可以考虑精神病患者的权益，但只能在不侵犯前者的前提下合理考量,2025-11-24 11:06:25,2,8,283144654352,283357476160,115579969085266,CAEiAggJ
NorteSur,5,被诈骗了，罗老师可以给我点法律建议吗[大哭],2025-11-20 14:32:12,0,8,0,281120228033,115579969085266,CAEiAggJ
宝哥小路人,6,从来没有被赞过，能给我一些吗？沙发,2025-11-20 11:49:39,0,8,0,281108720593,115579969085266,CAEiAggJ
Kong義羁,3,@友川STAY,2025-11-20 22:25:37,0,8,0,283027237760,115579969085266,CAEiAggJ
青雀的摸鱼牌,5,做题的时候好像见过，发病期间的行为，不认为是犯罪，不负刑事责任，[doge],2025-11-20 17:50:53,1,8,0,283002725968,115579969085266,CAEiAggJ
小七子吧,5,罗老师怎么这么沧桑了[笑哭][笑哭][笑哭],2025-11-20 17:57:42,1,8,0,283003242864,115579969085266,CAEiAggJ
超级果叮,6,前辈们我有个疑问：如果是双重人格，坏人格犯罪，教化的时候又是好人格，那不影响他继续犯罪，法律怎么鉴定受教化并且改邪归正的是坏人格呢？此杀人犯若干年后再次杀人，还是可以走精神病这种老路逃避制裁吗？对于受害者而言他两种人格是没区别的，受害者需要的是让他付出代价，而不是你躲在好人格的躯壳里就不能毙了你。以上是我的愚见，可能法律考虑的社会稳定性偏多（毙了不是目的，改正是目的），个人感情不重要（可能类似于杀人偿命不利于社会稳定吧）。,2025-11-24 07:50:09,1,8,0,281464392641,115579969085266,CAEiAggJ
随机昵称已被占用,3,我觉得很简单，秉持总的原则就是总归要有人负责，冤有头债有主杀人偿命欠债还钱的朴素逻辑。不然责任链条凭空消失不守恒。精神病不承担责任的话，那监护人就要承担责任，监护人本来应该照顾好精神病人。当然这也有一点不好，过重的话类似于古代连坐了，和现代公民社会不符。可以有一些连带赔偿和惩罚，但不宜过重。而且另外也可能导致一个潜在危险，比如监护人为了避免精神病犯事连累自己，过度限制精神病的自由，这也危害了精神病的基本权利。我觉得一方面不能让精神病完全不负责任有恃无恐，另一方面又不能连带监护人责任太重，怎么取一个良好的平衡，很考验社会的智慧。,2025-11-20 23:18:48,1,8,0,281161435697,115579969085266,CAEiAggJ
停止你的点赞行为,5,我觉得精神病是不稳定因素，应该追究责任。比如我有癫痫，我抽抽的时候把一个人踢倒了，摔到了头摔死了，这时候可以不追责。可是我虽然有精神病，但是犯罪的时候没犯病，我就应该负责。,2025-11-20 18:24:45,40,8,0,283005635376,115579969085266,CAEiAggJ
木马卷饼饼,4,癫痫他是神经病吧，不是属于精神病吧？记得大脑的神经元异常放电。,2025-11-20 18:26:40,4,8,283005635376,283005850624,115579969085266,CAEiAggJ
停止你的点赞行为,5,回复 @木马卷饼饼 :所以我持否定态度。神经病不受控应该免责，精神病没发病应该负责。,2025-11-20 18:27:45,4,8,283005850624,283006002912,115579969085266,CAEiAggJ
停止你的点赞行为,5,回复 @木马卷饼饼 :我有郁郁症，然后我持续发病，然后我不负责了？怎么可能。现在轻度抑郁的群体可太大了。,2025-11-20 18:28:52,1,8,283005850624,283006036160,115579969085266,CAEiAggJ
橘子喔-,4,其实这么说的话 我是一名xx病患者，犯病的时候不小心碰到了某人，某人死了，我是清醒的把人推死了，我要不要负责，我感觉这应该不至于死刑，但肯定要负责,2025-11-20 18:29:57,0,8,283005635376,283006070416,115579969085266,CAEiAggJ
停止你的点赞行为,5,回复 @橘子喔- :所以我持反对态度。鉴定精神病太容易了。抑郁焦虑躁狂啥的群体太大了。神经病反而更容易辨认，病变就是病变，脑残就是脑残。拍个片子就看得出来。我有躁郁症还有强迫症，然后我看到不规则就整理，有人阻止我就暴力，太不稳定了。这种就应该强制治疗，治好为止。,2025-11-20 18:35:14,2,8,283006070416,283006655808,115579969085266,CAEiAggJ
木马卷饼饼,4,回复 @停止你的点赞行为 :免责不应该，个人觉得顶多算是过失犯法,2025-11-20 19:33:37,0,8,283006002912,283011872000,115579969085266,CAEiAggJ
逆天板栗,6,那就别出门啊,2025-11-20 19:41:52,0,8,283005635376,283012724384,115579969085266,CAEiAggJ
karchiiyo,6,回复 @橘子喔- :犯罪时不能辨认和控制自己行为能力的精神病人，经过鉴定可以不负刑事责任。你说的情况属于“可以辨认但完全不能控制”的话，不一定负责,2025-11-20 19:57:11,0,8,283006070416,281144067761,115579969085266,CAEiAggJ
karchiiyo,6,回复 @橘子喔- :我说的仅限刑事责任，如果把人碰死了大概率要民事赔偿的,2025-11-20 19:58:27,0,8,283006070416,281144197969,115579969085266,CAEiAggJ
揣着明白说糊涂,6,回复 @停止你的点赞行为 :自己有病，杀了人以后说自己没责任？脑子确实有问题,2025-11-21 02:35:24,0,8,283006002912,281172238289,115579969085266,CAEiAggJ
被迫忍辱偷生的广西人,5,更重要的，凭什么罪犯能免费住监狱，精神病人为什么不能免费住精神病院活或疗养院,2025-11-21 02:55:38,10,9,0,283043580736,115579969085266,CAEiAggK
进击的东厂长,5,监狱不免费好不好，犯人要劳动的，用劳动换来的吃住，只不过人家是标准的8小时工作制度,2025-11-21 18:34:24,24,9,283043580736,281222599329,115579969085266,CAEiAggK
弁阡,5,就会出现两个情况，一是如果真的像精神医院一样精心照料的话，那就需要非常大的预算和开支。二的话则是相反的情况，没有像正规精神医院一样照料他们，那么违背人道主义的指控就会出现,2025-11-21 23:39:03,4,9,283043580736,281251739441,115579969085266,CAEiAggK
诗余酒兴,5,回复 @进击的东厂长 :周末有双休吗,2025-11-23 19:36:34,0,9,281222599329,283307242048,115579969085266,CAEiAggK
流水线低级工人,5,为什么要关爱精神病人,2025-11-20 12:19:06,0,9,0,281110988369,115579969085266,CAEiAggK
关机关一半,5,作为一个司法精神鉴定的从业者，真的很开心罗老师的科普。精神病不是法外之地，现实生活中坏人也远远多于病人，希望大家不要对精神病鉴定那么大的敌意，我们精神鉴定不是要保护坏人，是要保护真正受疾病困扰的病人。,2025-11-20 13:07:56,1,9,0,282983362960,115579969085266,CAEiAggK
梦中盛开梓,4,罗老师好憔悴啊,2025-11-20 17:52:07,0,9,0,281133382449,115579969085266,CAEiAggK
十三个小落乔,6,老师憔悴好多啊[大哭],2025-11-20 12:23:11,0,9,0,281111303521,115579969085266,CAEiAggK
今年一定要花钱,5,我家楼后面几十年前有个据说没考上大学发疯的，无缘无故杀了我一个学弟跟他爷爷。我学弟当时才九岁，被刺了三十多刀。这人上车时还安慰他妈说他有精神病没关系的，不知道后来怎么判的。当时就觉得量刑应该以保护公民安全为准，精神病无监管情况下单纯因为没有判断能力轻判，那普通公民岂不是被要求当俎上鱼肉？,2025-11-20 12:25:44,1,9,0,282979631408,115579969085266,CAEiAggK
看毒士死,6,何事如此心焦？解决不了就放手。圣人只在“天上”,2025-11-20 12:37:16,0,9,0,281112394769,115579969085266,CAEiAggK
LOVE以金为聘゛,5,罗老师，我有个问题，前两天看到一个案件，一嫌疑人上门行凶，却在审判期间确诊为精神病患者，是否能纳入量刑考虑范畴[思考][思考],2025-11-21 18:56:50,7,9,0,281224786849,115579969085266,CAEiAggK
嗜furry,2,可以吧 只要有确实的医疗鉴定也是可以纳入其范围的,2025-11-21 23:58:17,1,9,281224786849,283127450032,115579969085266,CAEiAggK
博厚Hj,5,"核心概念区分（精准+好记）
 
1. 精神病人 vs 神经病人：
- 精神病人：核心是心理/情绪/行为异常（如精神分裂症、抑郁症），病变多在“心理功能层面”；
- 神经病人：核心是神经系统器质性病变（如帕金森、脑梗、癫痫），病变在大脑、脊髓等神经组织。
类比：精神问题像“软件故障”，神经问题像“硬件损坏”。
2. 智力障碍 vs 认知障碍：
- 智力障碍：先天或早年形成（如唐氏综合征），核心是智商（IQ）低下+社会适应能力缺陷，终身相对稳定；
- 认知障碍：后天可发生（如老年痴呆、脑外伤后），核心是记忆、注意力、思维等认知功能衰退，多呈进行性加重。",2025-11-20 17:39:01,95,9,0,281132333585,115579969085266,CAEiAggK
现在是乱纪元不要回答,3,感谢这位同志分别出一个不想啥和一个本来想删的，精神病人只是心理阴影/大脑损伤的问题，神经病人无法所说，就算是得了精神病也是神金也无用，这样的话也不会伤到一些坚定正常思维的精神病人百姓（￣▽￣）,2025-11-22 18:56:38,0,9,281132333585,283198490256,115579969085266,CAEiAggK
一座叫春的城,5,法律应该保护的是正常人，好人。,2025-11-21 11:22:04,2,9,0,283061085984,115579969085266,CAEiAggK
弦月-七,4,我就有些不知道面对舆论了，感觉有关注和舆论，有时候不是好事，我是真的会有时候会挺烦的，感觉确实好像会焦虑和抑郁,2025-11-24 08:17:14,0,9,0,283347564512,115579969085266,CAEiAggK
_hab,2,握草……实不相瞒我也有过类似的想法，而且一直在环绕，只不过我想的不是随便杀一个，而是杀个贪官或者大恶人。因为积蓄还没花完，所以一直在拖延……,2025-11-21 10:23:32,1,9,0,281185579169,115579969085266,CAEiAggK
梦里千明,5,第一,2025-11-20 11:49:34,0,9,0,282976532160,115579969085266,CAEiAggK
玅miao璇,6,我一直很不理解为什么精神病犯病杀人不用受到惩罚，杀人偿命这么简单的道理都不懂吗，都踏马理解加害者了谁踏马来理解受害者，这踏马是无妄之灾，受害者家属得多难过啊，所以我觉得精神病就算犯病时杀人也应该被执行死刑,2025-11-24 08:13:58,0,9,0,283347352368,115579969085266,CAEiAggK
明月醉饮清风,4,[蹲蹲],2025-11-21 18:52:40,1,9,0,281224468593,115579969085266,CAEiAggK
叶落荒城,6,我当时在想，如果是间歇性发病的这种，如何判断他在施暴的时候，确实是发病，或者只是借口,2025-11-20 11:54:18,0,9,0,281108867745,115579969085266,CAEiAggK
见证历史的烤冷面,5,我们村有个精神病，他身高大约170，体重180左右，就是很壮[笑哭]有一次我弟玩旱冰鞋，旁边有个坡，他推我弟了但是没啥事，还天天拿着刀，看谁不爽就刺，他知道自己杀人不犯法，天天在村子里逛，然后他家人把他送到病院去了，但是又放出来了，我们村的人都避着他，出来后他把我邻居家的轿车点着了，然后他家人把他用铁链锁着，没用，他跑了，现在不知道咋样了[笑哭]吓人,2025-11-21 05:21:21,218,9,0,281174995633,115579969085266,CAEiAggK
见证历史的烤冷面,5,这种你还不敢让他赔偿，不然人家会报复，还天天担惊受怕，我们村子人都是躲着他,2025-11-21 05:22:07,22,9,281174995633,281175040433,115579969085266,CAEiAggK
bili_51003418823,2,宝子，这是壮吗[笑哭],2025-11-21 17:55:14,0,9,281174995633,283091576768,115579969085266,CAEiAggK
醉雪飞云浮,5,之前上班的时候，就遇到一个女的，她动不动说自己是精神病，杀人不犯法，导致她针对另一个女同事的时候，大家都不敢帮忙。,2025-11-23 20:01:08,1,9,281174995633,281428619777,115579969085266,CAEiAggK
山-河-呀,5,回复 @见证历史的烤冷面 :这种可以搬家了，避免其他不好的祸患,2025-11-23 20:38:46,0,9,281175040433,283313180048,115579969085266,CAEiAggK
VinVin_CR_cupl,4,刚下课就上课[笑哭],2025-11-20 12:05:12,1,9,0,281109805201,115579969085266,CAEiAggK
石_頭_王,6,精神病患者自己不能辨认或控制自己，监护人也不能么？每次看到这类事件，监护人都会消失。[喜极而泣],2025-11-24 13:29:18,1,9,0,283369289984,115579969085266,CAEiAggK
不帅杀了我,2,罗老师老了,2025-11-21 22:26:55,1,9,0,283118619280,115579969085266,CAEiAggK
思念最遥不渴及,5,罗老师憔悴了,2025-11-24 17:40:25,0,10,0,283386599216,115579969085266,CAEiAggL
蚊子腿公鸡,6,我们不能找到最好的解决方案，但是应该避免造成最坏的结果,2025-11-20 12:54:53,1,10,0,281113902417,115579969085266,CAEiAggL
不羡-星萧,3,王者安卓一个星2要饿死了,2025-11-21 04:26:02,0,10,0,281174363889,115579969085266,CAEiAggL
贪官什么时候死啊quq,5,其实精神病人杀人最好是犯法吧，因为精神病人杀人不犯法那么谁都会在杀人后伪装成精神病人。从犯罪者的角度思考问题那么发现犯罪者犯罪后代价不大谁都会想要犯罪，这是普罗大众的劣根性。杀了人就是要偿命无论你是谁，“王侯将相宁有种乎？”这句话放在现代针对某些特定群体也依旧能用上。还是那句话，精神病人如果杀人不犯法的话那么犯罪嫌疑人都会在杀人后伪装成精神病人，社会主义核心价值观“富强，民主，文明，和谐，自由，平等，公正，法治，爱国，敬业，诚信，友善”二十四字中精神病人杀人不犯法严重违背了社会主义核心价值观中的“平等”目标，人的死因可以有很多但不能是无缘无故的被精神病人杀死，因为精神病人在加上精神病的头衔前也依旧是“人”。如果是“人”就不能莫名其妙的杀人，更不能莫名其妙的害人，但如果真的精神病人杀人不犯法那在此希望没有人倒霉无缘无故被精神病人杀死，共勉,2025-11-22 16:43:19,1,10,0,283185549776,115579969085266,CAEiAggL
开心的梅菜扣肉,5,有真的精神病人，神志不清的那种，但是，更多的并不是这种,2025-11-20 11:59:56,0,10,0,282977447360,115579969085266,CAEiAggL
哇喂人,6,如果有人演技高超假扮精神病，医生真能分辨出来吗,2025-11-20 12:30:44,0,10,0,282979984880,115579969085266,CAEiAggL
bili_1008611111,5,精神病人应该跟正常人负同等责任，精神病人在不能自控的情况下杀了人，如果被判无罪，谁能确保他以后还会不会出现相同情况，如果这个精神病人下次恰好在犯病时杀了一个现代科学领域里的佼佼者呢，对文明的打击是巨大的,2025-11-22 17:40:22,2,10,0,281313839697,115579969085266,CAEiAggL
站在岸邊的魚,6,[打call],2025-11-20 13:10:45,0,10,0,281115230241,115579969085266,CAEiAggL
lwait777,4,[打call],2025-11-20 19:04:05,0,10,0,281139603105,115579969085266,CAEiAggL
懒的给蠢货解释,5,管他这病那病，为什么不以犯罪事实来定呢？,2025-11-21 10:04:27,14,10,0,283055787984,115579969085266,CAEiAggL
amyluer,4,因为不是自己主动的，不是自己能控制的,2025-11-22 10:13:54,2,10,283055787984,283151727888,115579969085266,CAEiAggL
纪折纸,6,假如有一天警察带刀枪到你家把你逮捕了，然后说你杀人了，但是你完全不知道有这件事，你会服吗。,2025-11-23 23:48:57,4,10,283055787984,283331140176,115579969085266,CAEiAggL
真妆,6,很多都是看犯罪者主观意识来判案的，以结果论不可取,2025-11-24 17:15:55,2,10,283055787984,283384599472,115579969085266,CAEiAggL
妖月游古,5,汉拔尼了解过吗？诱导精神病人犯罪[吃瓜],2025-11-24 17:29:23,3,10,283055787984,281501397617,115579969085266,CAEiAggL
锤猴,6,[抠鼻]我们这边有喊武疯子和文疯子的，武疯子会伤人，文疯子不伤人，困在了自己的思维里，武疯子情绪暴躁，家里看护不了就强制治疗,2025-11-20 23:30:08,0,10,0,283032858288,115579969085266,CAEiAggL
Taikobo1987,5,精神病杀人一样该死,2025-11-20 18:41:51,0,10,0,281137573025,115579969085266,CAEiAggL
揣着明白说糊涂,6,是精神病杀人更应该立即执行死刑，因为暴力倾向已经刻进骨子里了，什么无意识行为，无意识杀人比激进愤怒杀人更可怕,2025-11-21 02:29:08,0,10,281137573025,281172267137,115579969085266,CAEiAggL
医学考博1v1,4,建议终身监禁不得减刑。如果自杀的想死都去杀人，成全了他们社会不是乱套了。让他们一直活着也许是最好的惩罚。,2025-11-20 12:55:37,1,10,0,281114050097,115579969085266,CAEiAggL
wkcnwjdnfs,5,从正义到妥协可能只需要一晚，太讽刺,2025-11-20 11:55:14,0,10,0,281109048593,115579969085266,CAEiAggL
年度HP_bilili越来越拉,5,精神病本身就有杀人的念头吗?很明显没有，杀人就该入刑，顶多关的地方不同，不能无罪。,2025-11-20 19:23:45,0,10,0,283010991952,115579969085266,CAEiAggL
喝醉的喵丶,6,"那么在确认精神病人没有控制能力的情况下
弄死精神病人
不负责
《人人平等》
[微笑]",2025-11-20 12:06:57,0,10,0,281110018481,115579969085266,CAEiAggL
幻想未飞,6,个人认为，不能因为患有精神病，就能考虑减免刑罚。法律的确是要教化救人，但在这之前更应该优先考虑慰藉被害者！！！,2025-11-24 08:44:03,1,10,0,281466294049,115579969085266,CAEiAggL
独自上网,5,我认为精神病人应该强制限制活动，保障正常人的安全[生气],2025-11-20 12:28:55,0,10,0,282979826624,115579969085266,CAEiAggL
就此撤离,5,我反而认为精神病人伤人更应该判死刑，因为正常人杀人有因果，精神病可能是无差别的，潜在的威胁大得多，我建议精神病杀人直接死刑立即执行,2025-11-20 23:52:55,0,10,0,281164254513,115579969085266,CAEiAggL
爷真的全都要,6,看一以前的视频有个精神病揣着一把刀进网吧几刀砍死一个人潇洒离去，都没人反应过来[辣眼睛],2025-11-20 23:14:20,0,10,0,281161208113,115579969085266,CAEiAggL
魔灵KiKi,6,问题是“为什么要宽容对待限制刑事责任行为人”对于一些精神病来说这不是增加隐患嘛[tv_疑问],2025-11-20 12:17:17,0,11,0,281110804913,115579969085266,CAEiAggM
skinwlt,6,治好了再判，治不好就一辈子“保护”起来[微笑],2025-11-20 11:54:45,0,11,0,282976987424,115579969085266,CAEiAggM
39741872018_bili,6,"最后那个关了五年适得其反,改造了寂寞",2025-11-21 19:24:58,0,11,0,281227767153,115579969085266,CAEiAggM
弦悟梦,6,精神病人在不能辨认或不能控制自己行为的时候，应该当牲畜处理，牲畜咬人是可以直接打死的。,2025-11-21 03:05:55,0,11,0,281172635041,115579969085266,CAEiAggM
lijuyi250,4,犯法是犯法，定罪是定罪,2025-11-20 17:49:46,1,11,0,281133236577,115579969085266,CAEiAggM
纱音_Syanon的修狗,6,罗老师，最近山西长治那个案子应该怎么看您方便出个视频麽？我看之前的案例属于防卫过当然后和朋友讨论了下，正常这个该怎么算啊？,2025-11-20 23:45:41,0,11,0,281163699409,115579969085266,CAEiAggM
没买是被盗才评论的,6,[吃瓜]精神病需不需要负刑责我无所谓，我在意的是精神病的判断那么主观或者说那么简单，却能免掉刑罚，评论区也别来杠我，我已经有三甲条子了，也有专科医院的诊断和住院治疗记录了，所以应该是有资格提这个问题的，说得不好听点，我背好答案去做诊断，按时开药但不吃不就完了？完全能够满足条件，你没看错真的就这么简单，住院的时候甚至有大哥真的是因为伤了人进来的，七天，帽子带着去做了个鉴定完事第二天就出院了，比我还先出院。,2025-11-21 04:17:33,22,11,0,281174141825,115579969085266,CAEiAggM
